Item ID,Name,Description,Image,Category,Vendor,Purchase Cost,Sale Price,Location,Stock,Minimum Inventory,¿Discontinued?,UOM
MTTO-1500,INTERRUPTOR SQUARE D HDA36150-AL150HD,INTERRUPTOR 150A,Items_Images/MTTO-1500.Image.000254.jpg,CAT006,1ce673ed,,$0.00,c4b19a8c,2,1,FALSE,PIEZAS
MTTO-1501,INTERRUPTOR SQUARE D HDA36100-AL150HD,INTERRUPTOR 100A,Items_Images/MTTO-1501.Image.000357.jpg,CAT006,1ce673ed,,$0.00,c4b19a8c,1,1,FALSE,PIEZAS
MTTO-1502,INTERRUPTOR SQUARE D JDA36200-AL250JD,INTERRUPTOR 200A,Items_Images/MTTO-1502.Image.000644.jpg,CAT006,1ce673ed,,$0.00,c4b19a8c,2,1,FALSE,PIEZAS
MTTO-1503,INTERRUPTOR SQUARE D JDA36150-AL175JD,INTERRUPTOR 150A,Items_Images/MTTO-1503.Image.000815.jpg,CAT006,1ce673ed,,$0.00,c4b19a8c,1,1,FALSE,PIEZAS
MTTO-1504,TUBO CORRUGADO FLEXIBLE 3”,TUBO CORRUGADO,Items_Images/MTTO-1504.Image.002308.jpg,CAT002,,,$0.00,c4b19a8c,4,1,FALSE,METROS
MTTO-1505,TUBO DE ACERO INOXIDABLE PARA TOLVAS DE ALIMENTACION,TUBO DE ACERO INOXIDABLE PARA TOLVAS DE ALIMENTACION,Items_Images/MTTO-1505.Image.002544.jpg,CAT003,,,$0.00,c4b19a8c,1,1,FALSE,PIEZAS
MTTO-1506,MANGUERA DE SUCCION PARA ALIMENTADORES 3”,MANGUERA DE SUCCION PARA ALIMENTADORES,Items_Images/MTTO-1506.Image.003106.jpg,CAT003,,,$0.00,c4b19a8c,5,1,FALSE,PIEZAS
MTTO-1507,MANGUERA DE SUCCION PARA ALIMENTADORES 4”,MANGUERA DE SUCCION PARA ALIMENTADORES,Items_Images/MTTO-1507.Image.003157.jpg,CAT003,,,$0.00,c4b19a8c,1,1,FALSE,PIEZAS
MTTO-1508,TOPE PARA ESTACIONAMIENTO,TOPE PARA ESTACIONAMIENTO,Items_Images/MTTO-1508.Image.003353.jpg,CAT003,,,$0.00,c4b19a8c,0,1,FALSE,PIEZAS
MTTO-1509,INTERRUPTOR SQUARE D FA32050-AL100FA,INTERRUPTOR 50A,Items_Images/MTTO-1509.Image.005442.jpg,CAT006,1ce673ed,,$0.00,c4b19a8c,1,1,FALSE,PIEZAS
MTTO-1510,CONEXION PVC GRIS HEMBRA 1 1/2”,COPLE ROSCADO GRIS PVC,Items_Images/MTTO-1510.Image.141816.jpg,CAT007,PROV001,,$0.00,e3c7b211,4,1,FALSE,PIEZAS
MTTO-1511,CONECTOR PVC GRIS MACHO 1 1/2”,CONECTOR MACHO GRIS PVC,Items_Images/MTTO-1511.Image.142015.jpg,CAT007,PROV001,,$0.00,e3c7b211,1,1,FALSE,PIEZAS
MTTO-1512,CONEXION PVC GRIS TIPO TEE 1 1/2”,CONEXION TIPO TEE GRIS PVC,Items_Images/MTTO-1512.Image.142200.jpg,CAT007,PROV001,,$0.00,e3c7b211,8,1,FALSE,PIEZAS
MTTO-1513,CONEXION PVC GRIS TIPO CODO 45° 1 1/2”,CODO GRIS PVC,Items_Images/MTTO-1513.Image.142552.jpg,CAT007,PROV001,,$0.00,e3c7b211,2,1,FALSE,PIEZAS
MTTO-1514,TUERCA UNION PVC GRIS 1 1/2”,TUERCA UNION GRIS PVC,Items_Images/MTTO-1514.Image.143522.jpg,CAT007,PROV001,,$0.00,e3c7b211,6,1,FALSE,PIEZAS
MTTO-1515,CONEXION PVC BLANCO TIPO TEE 1 1/2”,CONEXION TIPO TEE,Items_Images/MTTO-1515.Image.143855.jpg,CAT007,PROV001,,$0.00,e3c7b211,2,1,FALSE,PIEZAS
MTTO-1516,CONECTOR PVC BLANCO MACHO 1 1/2”,CONECTOR MACHO 1 1/2”,Items_Images/MTTO-1516.Image.144207.jpg,CAT007,PROV001,,$0.00,e3c7b211,1,1,FALSE,PIEZAS
MTTO-1517,CONEXION PVC BLANCO TIPO CODO 90° 1 1/2”,CODO 90°,Items_Images/MTTO-1517.Image.144524.jpg,CAT007,PROV001,,$0.00,1cdacd99,8,1,FALSE,PIEZAS
MTTO-1518,CONEXION PVC BLANCO TIPO CODO 45° 1 1/2”,CODO 45° 1 1/2”,Items_Images/MTTO-1518.Image.144756.jpg,CAT007,PROV001,,$0.00,1cdacd99,2,1,FALSE,PIEZAS
MTTO-1519,COPLE PVC BLANCO RECTO 1 1/2”,COPLE RECTO 1 1/2”,Items_Images/MTTO-1519.Image.145140.jpg,CAT007,PROV001,,$0.00,e3c7b211,1,1,FALSE,PIEZAS
MTTO-1520,TUERCA UNION PVC BLANCO 1 1/2”,TUERCA UNION 1 1/2,Items_Images/MTTO-1520.Image.145400.jpg,CAT007,PROV001,,$0.00,e3c7b211,5,1,FALSE,PIEZAS
MTTO-1521,ASIENTO PARA WC REDONDO 39CM,ASIENTO REDONDO PARA BANO,Items_Images/MTTO-1521.Image.145825.jpg,CAT003,,,$0.00,LOC0090,0,1,FALSE,PIEZAS
MTTO-1522,INTERRUPTOR SQUARE D MG800-MGP36800,INTERRUPTOR 800A,Items_Images/MTTO-1522.Image.151651.jpg,CAT006,1ce673ed,,$0.00,c4b19a8c,1,1,FALSE,PIEZAS
MTTO-1523,INTERRUPTOR J 405-TJK436F000-400A,INTERRUPTOR 3 FASES-400A,Items_Images/MTTO-1523.Image.152311.jpg,CAT006,1ce673ed,,$0.00,c4b19a8c,1,1,FALSE,PIEZAS
MTTO-1524,INTERRUPTOR J 403-TJK436F000-400A,INTERRUPTOR 3 FASES-400A,Items_Images/MTTO-1524.Image.152935.jpg,CAT006,1ce673ed,,$0.00,c4b19a8c,1,1,FALSE,PIEZAS
MTTO-1525,INTERRUPTOR J 408-TJK436F00-350A,INTERRUPTOR 3 FASES-350A,Items_Images/MTTO-1525.Image.153317.jpg,CAT006,1ce673ed,,$0.00,c4b19a8c,1,1,FALSE,PIEZAS
MTTO-1526,INTERRUPTOR T JK436F000-400A,INTERRUPTOR 400A,Items_Images/MTTO-1526.Image.160204.jpg,CAT006,1ce673ed,,$0.00,c4b19a8c,1,1,FALSE,PIEZAS
MTTO-1527,INTERRUPTOR SQUARE D KAL36200-200A,INTERRUPTOR 200A,Items_Images/MTTO-1527.Image.160512.jpg,CAT006,1ce673ed,,$0.00,c4b19a8c,2,1,FALSE,PIEZAS
MTTO-1528,INTERRUPTOR ANDELI MCCB-AM2-160N,INTERRUPTOR ANDELI,Items_Images/MTTO-1528.Image.160859.jpg,CAT006,1ce673ed,,$0.00,c4b19a8c,1,1,FALSE,PIEZAS
MTTO-1529,MANGUERA METALICA FLEXIBLE 3”,MANGUERA METALICA PARA CALANDRIA,Items_Images/MTTO-1529.Image.161321.jpg,CAT003,,,$0.00,c4b19a8c,0,1,FALSE,PIEZAS
MTTO-1530,MANGUERA METALICA FLEXIBLE 2”,MANGUERA METALICA PARA CALANDRIA,Items_Images/MTTO-1530.Image.161640.jpg,CAT003,,,$0.00,c4b19a8c,1,1,FALSE,PIEZAS
MTTO-1531,VASIJA PORTA FLITRO (PARTE SUPERIOR),VASIJA PARA ALIMENTADORES,Items_Images/MTTO-1531.Image.162527.jpg,CAT003,,,$0.00,1cdacd99,1,1,FALSE,PIEZAS
MTTO-1532,IMAN PARA TOLVAS ALIMENTACION,IMAN PARA RETENER METALES EN LA CAIDA DE MATERIAL A LA MAQUINA,Items_Images/MTTO-1532.Image.165740.jpg,db498a61,,,$0.00,8eede3f6,1,1,FALSE,PIEZAS
MTTO-1533,TABLERO CONTROL TURBINAS ALIMENTACION DOBLE,CONTROLADOR PARA TURBINAS DE ALIMENTACION A EXTRUSION,Items_Images/MTTO-1533.Image.170136.jpg,db498a61,ab7dd31c,,$0.00,8eede3f6,1,1,FALSE,PIEZAS
MTTO-1534,BASE PARA BOMBA DE ANILLO LIQUIDO Y PULMONES,BASE PARA LA BOMBA DE VACIO DE ANILLO LIQUIDO CON SUS DOS PULMONES PERO SIN BOMBA,Items_Images/MTTO-1534.Image.171300.jpg,db498a61,ab7dd31c,,$0.00,8eede3f6,1,1,FALSE,PIEZAS
MTTO-1535,CAMBIAMALLAS ROTATIVO GOODIE,BLOQUE CAMBIAMALLAS ROTATIVO MARCA GOODIE DESARMADO,Items_Images/MTTO-1535.Image.171758.jpg,db498a61,ab7dd31c,,$0.00,8eede3f6,1,1,FALSE,PIEZAS
MTTO-1536,TABLERO DE CONTROL ELECTRICO 02,TABLERO DE CONTROL ELECTRICO DESGUAZADO,Items_Images/MTTO-1536.Image.172240.jpg,db498a61,ab7dd31c,,$0.00,8eede3f6,1,1,FALSE,PIEZAS
MTTO-1537,CONEXION CPVC TIPO TEE 1/2”,CONEXION TEE CPVC,Items_Images/MTTO-1537.Image.212733.jpg,CAT007,PROV001,,$0.00,e3c7b211,3,1,FALSE,PIEZAS
MTTO-1538,CONEXION CPVC TIPO CODO 90° 1 1/2”,CODO 90° CPVC,Items_Images/MTTO-1538.Image.213924.jpg,CAT007,PROV001,,$0.00,e3c7b211,4,1,FALSE,PIEZAS
MTTO-1539,VALVULA DE BOLA CPVC 1 1/2”,VALVULA DE BOLA CPVC,Items_Images/MTTO-1539.Image.215052.jpg,CAT007,PROV001,,$0.00,e3c7b211,2,1,FALSE,PIEZAS
MTTO-1540,TUERCA UNION CPVC 1 1/2”,TUERCA UNION CPVC,Items_Images/MTTO-1540.Image.215508.jpg,CAT007,PROV001,,$0.00,e3c7b211,5,1,FALSE,PIEZAS
MTTO-1541,CONECTOR CPVC MACHO 1 1/2”,CONECTOR MACHO CPVC,Items_Images/MTTO-1541.Image.215756.jpg,CAT007,PROV001,,$0.00,e3c7b211,2,1,FALSE,PIEZAS
MTTO-1542,VALVULA DE BOLA CPVC 1”,VALVULA DE BOLA CPVC,Items_Images/MTTO-1542.Image.222255.jpg,CAT007,PROV001,,$0.00,e3c7b211,2,1,FALSE,PIEZAS
MTTO-1543,TUERCA UNION CPVC 1 1/4”,TUERCA UNION CPVC,Items_Images/MTTO-1543.Image.222636.jpg,CAT007,PROV001,,$0.00,e3c7b211,2,1,FALSE,PIEZAS
MTTO-1544,CONEXION CPVC TIPO CODO 90° 1”,CODO 90° CPVC,Items_Images/MTTO-1544.Image.223714.jpg,CAT007,PROV001,,$0.00,e3c7b211,2,1,FALSE,PIEZAS
MTTO-1545,CONEXION CPVC TIPO TEE 1”,CONEXION TEE CPVC,Items_Images/MTTO-1545.Image.224101.jpg,CAT007,PROV001,,$0.00,e3c7b211,1,1,FALSE,PIEZAS
MTTO-1546,CONECTOR CPVC HEMBRA 1”,CONECTOR HEMBRA CPVC,Items_Images/MTTO-1546.Image.224354.jpg,CAT007,PROV001,,$0.00,e3c7b211,1,1,FALSE,PIEZAS
MTTO-1547,CONEXION CPVC TIPO CODO 90° 1/2”,CODO 90° CPVC,Items_Images/MTTO-1547.Image.225352.jpg,CAT007,PROV001,,$0.00,e3c7b211,2,1,FALSE,PIEZAS
MTTO-1548,COPLE CPVC RECTO 1/2”,COPLE CPVC,Items_Images/MTTO-1548.Image.225656.jpg,CAT007,PROV001,,$0.00,e3c7b211,6,1,FALSE,PIEZAS
MTTO-1549,FILTRO SEPARADOR ACEITE BV USADOS (BLANCOS BOSH V532 140 159),FILTROS SEPARADORES DE ACEITE PARA BOMBAS DE VACIO,Items_Images/MTTO-1549.Image.001421.jpg,CAT003,,,$0.00,15a6e401,56,1,FALSE,PIEZAS
MTTO-1550,FILTRO SEPARADOR ACEITE BV USADO (NEGRO),FILTRO SEPARADOR DE ACEITE PARA BOMBA DE VACIO,Items_Images/MTTO-1550.Image.001618.jpg,CAT003,,,$0.00,15a6e401,13,1,FALSE,PIEZAS
MTTO-1551,CORREA PARA CARGA CON TRIQUETE,CORREA PARA CARGA,Items_Images/MTTO-1551.Image.002826.jpg,CAT001,PROV001,,$0.00,15a6e401,58,2,FALSE,PIEZAS
MTTO-1552,LITEL HEATER LAMP 235V/3000W,LAMPARAS,Items_Images/MTTO-1552.Image.134200.jpg,db498a61,ab7dd31c,,$0.00,8eede3f6,81,1,FALSE,PIEZAS
MTTO-1553,REDUCTOR FALK-SPTH56C,REDUCTOR PARA CALANDRIA,Items_Images/MTTO-1553.Image.135158.jpg,CAT003,,,$0.00,1abd033c,1,1,FALSE,PIEZAS
MTTO-1554,REDUCTOR FALK-SPFH56C,REDUCTOR PARA CALANDRIA,Items_Images/MTTO-1554.Image.135452.jpg,CAT003,,,$0.00,1abd033c,1,1,FALSE,PIEZAS
MTTO-1555,REDUCTOR US-SERIES 3000,MOTORREDUCTOR,Items_Images/MTTO-1555.Image.152007.jpg,CAT003,,,$0.00,1abd033c,1,1,FALSE,PIEZAS
MTTO-1556,REDUCTOR FALK-SIFN46B,MOTORREDUCTOR,Items_Images/MTTO-1556.Image.152458.jpg,CAT003,,,$0.00,1abd033c,1,1,FALSE,PIEZAS
MTTO-1557,SEGURO PARA CARRO DE EMBOBINADOR,SEGURO,Items_Images/MTTO-1557.Image.155118.jpg,CAT003,,,$0.00,1abd033c,5,2,FALSE,PIEZAS
MTTO-1558,MOTOR DK92-230V/60HZ,MOTOR,Items_Images/MTTO-1558.Image.155759.jpg,CAT003,,,$0.00,1abd033c,1,1,FALSE,PIEZAS
MTTO-1559,MOTOR YLJ112-10-4/440V-60HZ,MOTOR,Items_Images/MTTO-1559.Image.160146.jpg,CAT003,,,$0.00,1abd033c,1,1,FALSE,PIEZAS
MTTO-1560,SOPLADOR CENTRIFUGO 3250RPM,SOPLADOR,Items_Images/MTTO-1560.Image.162025.jpg,CAT003,,,$0.00,1abd033c,1,1,FALSE,PIEZAS
MTTO-1561,MOTOR NEMA PREMIUM DX41,MOTOR,Items_Images/MTTO-1561.Image.162818.jpg,CAT003,,,$0.00,1abd033c,1,1,FALSE,PIEZAS
MTTO-1562,"CINTA ADHESIVA DE COLOR ROJO  2"" X 55 YARDAS, ROJA, 48 MM X 50 M",IDENTIFICAR  AISLAR COMPONENTES,Items_Images/MTTO-1562.Image.165408.jpg,CAT002,PROV001,,$0.00,218b4280,2,1,FALSE,PIEZAS
MTTO-1563,MOTOR WEG-00518ET3EM184TW,MOTOR,Items_Images/MTTO-1563.Image.165700.jpg,CAT003,,,$0.00,1abd033c,1,1,FALSE,PIEZAS
MTTO-1564,"CINTA ADHESIVA DE COLOR VERDE 2"" X 55 YARDAS, , 48 MM X 50 M",IDENTIFICAR AISLAR COMPONENTES,Items_Images/MTTO-1564.Image.165802.jpg,CAT002,PROV001,,$0.00,218b4280,2,1,FALSE,PIEZAS
MTTO-1565,"CINTA ADHESIVA DE COLOR AZUL 2"" X 55 YARDAS, , 48 MM X 50 M",IDENTIFICAR AISLAR COMPONENTES,Items_Images/MTTO-1565.Image.170033.jpg,CAT002,PROV001,,$0.00,218b4280,2,1,FALSE,PIEZAS
MTTO-1566,"CINTA ADHESIVA DE COLOR AMARILLO 2"" X 55 YARDAS, , 48 MM X 50 M",IDENTIFICAR AISLAR COMPONENTES,Items_Images/MTTO-1566.Image.170214.jpg,CAT002,PROV001,,$0.00,218b4280,2,1,FALSE,PIEZAS
MTTO-1567,REDUCTOR DE TORNILLO SIN FIN,REDUCTOR,Items_Images/MTTO-1567.Image.193021.jpg,CAT003,,,$0.00,1abd033c,2,1,FALSE,PIEZAS
MTTO-1568,REDUCTOR PARA EMBOBINADORES,REDUCTOR,Items_Images/MTTO-1568.Image.195218.jpg,CAT003,,,$0.00,1abd033c,3,1,FALSE,PIEZAS
MTTO-1569,BASES PARA EXTURSORA,PATAS PARA EXTURSORA,Items_Images/MTTO-1569.Image.195445.jpg,CAT003,,,$0.00,1abd033c,0,2,FALSE,PIEZAS
MTTO-1570,VENTEO DESGASIFICADOR,VENTEO,Items_Images/MTTO-1570.Image.195753.jpg,CAT003,,,$0.00,1abd033c,1,1,FALSE,PIEZAS
MTTO-1571,POLEA CBS C-069,POLEA,Items_Images/MTTO-1571.Image.200458.jpg,CAT003,,,$0.00,1abd033c,1,1,FALSE,PIEZAS
MTTO-1572,POLEA 2B 136 SK,POLEA,Items_Images/MTTO-1572.Image.201322.jpg,CAT003,,,$0.00,1abd033c,1,1,FALSE,PIEZAS
MTTO-1573,POLEA PARA CHUMACERA DE SILO,POLEA,Items_Images/MTTO-1573.Image.201503.jpg,CAT003,,,$0.00,1abd033c,1,1,FALSE,PIEZAS
MTTO-1574,POLEA 3 CANALES,POLEA,Items_Images/MTTO-1574.Image.201629.jpg,CAT003,,,$0.00,1abd033c,1,1,FALSE,PIEZAS
MTTO-1575,EMPAQUE CIRCULAR PARA CRUCETA VENTEOS,EMPAQUE PARA CRUCETA,Items_Images/MTTO-1575.Image.202611.jpg,CAT008,a5eff119,,$0.00,LOC0116,25,1,FALSE,PIEZAS
MTTO-1576,JUEGO DE LIMAS,LIMAS,Items_Images/MTTO-1576.Image.202827.jpg,CAT001,PROV001,,$0.00,LOC0116,0,1,FALSE,PAQUETES
MTTO-1577,MOTOR MARATHON XJ-10HP-7.5KW,MOTOR,Items_Images/MTTO-1577.Image.135045.jpg,CAT003,,,$0.00,1bf1bb15,1,1,FALSE,PIEZAS
MTTO-1578,MOTOR IE2-7.5KW,MOTOR,Items_Images/MTTO-1578.Image.135402.jpg,CAT003,,,$0.00,1bf1bb15,1,1,FALSE,PIEZAS
MTTO-1579,MOTOR YX3-132M-4,MOTOR,Items_Images/MTTO-1579.Image.135709.jpg,CAT003,,,$0.00,1bf1bb15,1,1,FALSE,PIEZAS
MTTO-1580,MOTOR YE3-132M-4,MOTOR,Items_Images/MTTO-1580.Image.140621.jpg,CAT003,,,$0.00,1bf1bb15,1,1,FALSE,PIEZAS
MTTO-1581,ROTOR PARA BOMBA DE VACIO,ROTOR PARA PALETAS DE BOMBA DE VACIO,Items_Images/MTTO-1581.Image.141610.jpg,CAT003,,,$0.00,1bf1bb15,2,1,FALSE,PIEZAS
MTTO-1582,MOTOR SIN ESPECIFICACIONES,MOTOR,Items_Images/MTTO-1582.Image.142005.jpg,CAT003,,,$0.00,1bf1bb15,1,1,FALSE,PIEZAS
MTTO-1583,MOTOR Y2-132S1-2,MOTOR,Items_Images/MTTO-1583.Image.142725.jpg,CAT003,,,$0.00,1bf1bb15,1,1,FALSE,PIEZAS
MTTO-1584,TUERCA UNION PVC GRIS 3”,TUERCA UNION PVC GRIS,Items_Images/MTTO-1584.Image.152725.jpg,CAT007,PROV001,,$0.00,e3c7b211,6,1,FALSE,PIEZAS
MTTO-1585,VALVULA DE BOLA PVC GRIS 3”,VALVULA DE BOLA GRIS PVC,Items_Images/MTTO-1585.Image.153302.jpg,CAT007,PROV001,,$0.00,e3c7b211,7,1,FALSE,PIEZAS
MTTO-1586,CONECTOR PVC GRIS HEMBRA 3”,CONECTOR HEMBRA GRIS PVC,Items_Images/MTTO-1586.Image.153939.jpg,CAT007,PROV001,,$0.00,e3c7b211,6,1,FALSE,PIEZAS
MTTO-1587,CONECTOR PVC GRIS MACHO 3”,CONECTOR MACHO GRIS PVC,Items_Images/MTTO-1587.Image.154333.jpg,CAT007,PROV001,,$0.00,e3c7b211,6,1,FALSE,PIEZAS
MTTO-1588,VALVULA DE BOLA PVC GRIS 2”,VALVULA DE BOLA GRIS PVC,Items_Images/MTTO-1588.Image.154611.jpg,CAT007,PROV001,,$0.00,e3c7b211,4,1,FALSE,PIEZAS
MTTO-1589,TUERCA UNION PVC GRIS 2”,TUERCA UNION PVC GRIS,Items_Images/MTTO-1589.Image.154943.jpg,CAT007,PROV001,,$0.00,e3c7b211,3,1,FALSE,PIEZAS
MTTO-1590,REDUCTOR PVC GRIS OCTAGONAL 3-2”,REDUCTOR GRIS PVC,Items_Images/MTTO-1590.Image.155327.jpg,CAT007,PROV001,,$0.00,e3c7b211,8,1,FALSE,PIEZAS
MTTO-1591,REDUCTOR PVC GRIS HEXAGONAL 3-2”,REDUCTOR GRIS PVC,Items_Images/MTTO-1591.Image.155600.jpg,CAT007,PROV001,,$0.00,e3c7b211,3,1,FALSE,PIEZAS
MTTO-1592,REDUCTOR PVC GRIS CIRCULAR 3-2”,REDUCTOR GRIS PVC,Items_Images/MTTO-1592.Image.155659.jpg,CAT007,PROV001,,$0.00,e3c7b211,7,1,FALSE,PIEZAS
MTTO-1593,REDUCTOR PVC GRIS 3-1”,REDUCTOR GIRS PVC,Items_Images/MTTO-1593.Image.160029.jpg,CAT007,PROV001,,$0.00,e3c7b211,1,1,FALSE,PIEZAS
MTTO-1594,COPLE PVC GRIS RECTO 3”,COPLE PVC GRIS,Items_Images/MTTO-1594.Image.160503.jpg,CAT007,PROV001,,$0.00,e3c7b211,2,1,FALSE,PIEZAS
MTTO-1595,CONEXION PVC GRIS TIPO TEE 3”,CONEXION TEE GRIS PVC,Items_Images/MTTO-1595.Image.160924.jpg,CAT007,PROV001,,$0.00,e3c7b211,3,1,FALSE,PIEZAS
MTTO-1596,CONEXION PVC GRIS TIPO CODO 90° 3”,CODO GRIS PVC,Items_Images/MTTO-1596.Image.161127.jpg,CAT007,PROV001,,$0.00,e3c7b211,3,1,FALSE,PIEZAS
MTTO-1597,CONEXION PVC GRIS TIPO TEE 2”,CONEXION PVC TIPO TEE GRIS,Items_Images/MTTO-1597.Image.161946.jpg,CAT007,PROV001,,$0.00,e3c7b211,2,1,FALSE,PIEZAS
MTTO-1598,CONECTOR PVC GRIS HEMBRA 2”,CONECTOR HEMBRA GRIS PVC,Items_Images/MTTO-1598.Image.162130.jpg,CAT007,PROV001,,$0.00,e3c7b211,5,1,FALSE,PIEZAS
MTTO-1599,CONECTOR PVC GRIS MACHO 2”,CONECTOR MACHO GRIS PVC,Items_Images/MTTO-1599.Image.162334.jpg,CAT007,PROV001,,$0.00,e3c7b211,7,1,FALSE,PIEZAS
MTTO-1600,REDUCTOR PVC GRIS OCTAGONAL 2”- 1 1/4”,REDUCTOR GRIS PVC,Items_Images/MTTO-1600.Image.162708.jpg,CAT007,PROV001,,$0.00,e3c7b211,5,1,FALSE,PIEZAS
MTTO-1601,REDUCTOR PVC GRIS CIRCULAR 2-1”,REDUCTOR GRIS PVC,Items_Images/MTTO-1601.Image.163032.jpg,CAT007,PROV001,,$0.00,e3c7b211,5,1,FALSE,PIEZAS
MTTO-1602,COPLE PVC GRIS RECTO 2”,COPLE PVC GRIS,Items_Images/MTTO-1602.Image.184358.jpg,CAT007,PROV001,,$0.00,e3c7b211,4,1,FALSE,PIEZAS
MTTO-1603,COPLE PVC BLANCO RECTO 2”,COPLE,Items_Images/MTTO-1603.Image.184601.jpg,CAT007,PROV001,,$0.00,e3c7b211,2,1,FALSE,PIEZAS
MTTO-1604,CONEXION PVC GRIS TIPO CODO 45° 2”,CODO GRIS PVC,Items_Images/MTTO-1604.Image.184939.jpg,CAT007,PROV001,,$0.00,e3c7b211,6,1,FALSE,PIEZAS
MTTO-1605,CONEXION PVC GRIS TIPO CODO 90° 2”,CODO GRIS PVC,Items_Images/MTTO-1605.Image.185209.jpg,CAT007,PROV001,,$0.00,e3c7b211,1,1,FALSE,PIEZAS
MTTO-1606,"MANGUERA NEUMATICA 3/8""",MANGUERA 3/8,Items_Images/MTTO-1606.Image.190315.jpg,CAT004,,,$0.00,7066317f,5,1,FALSE,METROS
MTTO-1607,ELEMENTO 90°/5/64,ELEMENTOS PARA HUSILLO,Items_Images/MTTO-1607.Image.201430.jpg,CAT003,,,$0.00,d009594f,21,1,FALSE,PIEZAS
MTTO-1608,ELEMENTO 45°/5/36,ELEMENTOS PARA HUSILLO,Items_Images/MTTO-1608.Image.202114.jpg,CAT003,,,$0.00,d009594f,5,1,FALSE,PIEZAS
MTTO-1609,ELEMENTO 64/32,ELEMENTO PARA HUSILLO,Items_Images/MTTO-1609.Image.234542.jpg,CAT003,,,$0.00,d009594f,4,2,FALSE,PIEZAS
MTTO-1610,ELEMENTO 72/72,ELEMENTO PARA HUSILLO,Items_Images/MTTO-1610.Image.235252.jpg,CAT003,,,$0.00,d009594f,34,1,FALSE,PIEZAS
MTTO-1611,ELEMENTO 45°/5/64,ELEMENTOS PARA HUSILLO,Items_Images/MTTO-1611.Image.234501.jpg,CAT003,,,$0.00,d009594f,39,2,FALSE,PIEZAS
MTTO-1612,ELEMENTO 96/96,ELEMENTOS PARA HUSILLO,Items_Images/MTTO-1612.Image.235043.jpg,CAT003,,,$0.00,d009594f,18,1,FALSE,PIEZAS
MTTO-1613,ELEMENTO 128/128,ELEMENTO PARA HUSILLO,Items_Images/MTTO-1613.Image.234847.jpg,CAT003,,,$0.00,d009594f,53,1,FALSE,PIEZAS
MTTO-1614,ELEMENTO 45°/5/128,ELEMENTO PARA HUSILLO,Items_Images/MTTO-1614.Image.235527.jpg,CAT003,,,$0.00,d009594f,3,1,FALSE,PIEZAS
MTTO-1615,ELEMENTO D72/72,ELEMENTO PARA HUSILLO,Items_Images/MTTO-1615.Image.190749.jpg,CAT003,,,$0.00,15a6e401,16,2,FALSE,PIEZAS
MTTO-1616,ELEMENTO PUNTA,PUNTAS DE ELEMENTO PARA HUSILLO,Items_Images/MTTO-1616.Image.141842.jpg,CAT003,,,$0.00,d009594f,4,2,FALSE,PIEZAS
MTTO-1617,VENTILADOR PARA BOMBA DE ENGRANE,VENTILADOR,Items_Images/MTTO-1617.Image.143306.jpg,CAT003,,,$0.00,769ef04d,1,1,FALSE,PIEZAS
MTTO-1618,POLEA 2 CANALES CON 6 ASPAS,POLEA,Items_Images/MTTO-1618.Image.144205.jpg,CAT003,,,$0.00,769ef04d,1,1,FALSE,PIEZAS
MTTO-1619,TABLERO ELECTRICO,TABLERO ELECTRICO,Items_Images/MTTO-1619.Image.144717.jpg,CAT006,,,$0.00,769ef04d,1,1,FALSE,PIEZAS
MTTO-1620,ESTATOR 1380 RPM,ESTATOR DE MOTOR,Items_Images/MTTO-1620.Image.145815.jpg,CAT003,,,$0.00,769ef04d,0,1,FALSE,PIEZAS
MTTO-1621,TINA PARA PORTAFILTRO CHICA,TINA PORTAFILTRO PARA BOMBA DE VACIO,Items_Images/MTTO-1621.Image.155613.jpg,CAT003,,,$0.00,769ef04d,1,1,FALSE,PIEZAS
MTTO-1622,TAPA PARA BOMBA DE VACIO,TAPA PARA BOMBA DE VACIO,Items_Images/MTTO-1622.Image.160359.jpg,CAT003,,,$0.00,769ef04d,7,2,FALSE,PIEZAS
MTTO-1623,GUARDA DE NAVAJAS CIRCULARES (NUEVA),GUARDA DE NAVAJAS,Items_Images/MTTO-1623.Image.163857.jpg,CAT003,,,$0.00,769ef04d,1,2,FALSE,PIEZAS
MTTO-1624,GUARDA PARA VARIADOR DE EMBOBINADOR DE REFIL,GUARDA,Items_Images/MTTO-1624.Image.164011.jpg,CAT003,,,$0.00,769ef04d,1,1,FALSE,PIEZAS
MTTO-1625,CAJA XA PARA CONEXIONES,CAJA PARA CONEXIONES,Items_Images/MTTO-1625.Image.164155.jpg,CAT002,,,$0.00,769ef04d,1,1,FALSE,PIEZAS
MTTO-1626,MALLA DE ACERO INOXIDABLE,MALLA,Items_Images/MTTO-1626.Image.201221.png,CAT002,,,$0.00,e7e69bdf,9,1,FALSE,PIEZAS
MTTO-1627,MOTOR MONOFASICO IRF 3-056-4YC41-1HP,MOTOR,Items_Images/MTTO-1627.Image.205634.jpg,CAT003,,,$0.00,b4a2143f,1,1,FALSE,PIEZAS
MTTO-1628,ESTATOR PARA TURBINA DE ALIMENTACION,ESTATOR PARA TURBINA,Items_Images/MTTO-1628.Image.215040.jpg,CAT003,,,$0.00,b4a2143f,1,1,FALSE,PIEZAS
